Contract  date	time zone Strike Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
XSP210319P00165000	2021-01-29 9:30AM EST	165.00	2.52	0.00	0.00	+2.38	+1,700.00%	1	7	50.00%
XSP210319P00170000	2020-11-03 1:38PM EST	170.00	0.88	0.00	0.00	0.00	-	-	10	50.00%
XSP210319P00175000	2021-01-06 3:41PM EST	175.00	0.22	0.00	0.00	0.00	-	1	3	50.00%
XSP210319P00180000	2020-12-23 10:02AM EST	180.00	0.24	0.07	0.10	0.00	-	12	3	75.20%
XSP210319P00185000	2021-01-29 1:17PM EST	185.00	0.34	0.00	0.00	-3.47	-91.08%	3	1	50.00%
XSP210319P00190000	2020-12-16 12:02PM EST	190.00	0.27	0.00	0.00	0.00	-	29	42	25.00%
XSP210319P00195000	2021-01-29 11:10AM EST	195.00	0.22	0.00	0.00	+0.02	+10.00%	1	25	25.00%
XSP210319P00200000	2021-01-20 9:51AM EST	200.00	0.18	0.00	0.00	0.00	-	5	70	25.00%
XSP210319P00201000	2020-11-16 12:04AM EST	201.00	0.65	0.00	0.00	0.00	-	-	2	25.00%
XSP210319P00203000	2021-01-27 2:45PM EST	203.00	0.23	0.00	0.00	0.00	-	1	0	25.00%
XSP210319P00204000	2020-12-02 10:47AM EST	204.00	0.37	0.00	0.00	0.00	-	-	0	25.00%
XSP210319P00205000	2020-12-16 12:02PM EST	205.00	0.37	0.00	0.00	0.00	-	10	19	25.00%
XSP210319P00209000	2021-01-28 12:56PM EST	209.00	0.29	0.00	0.00	+0.29	-	-	6	25.00%
XSP210319P00210000	2021-01-29 3:55PM EST	210.00	0.36	0.00	0.00	+0.16	+80.00%	8	33	25.00%
XSP210319P00212000	2020-07-09 4:05PM EST	212.00	4.20	0.00	0.00	0.00	-	-	1	25.00%
XSP210319P00215000	2020-07-09 4:05PM EST	215.00	11.41	0.00	0.00	0.00	-	2	38	25.00%
XSP210319P00217000	2020-12-15 2:43PM EST	217.00	0.50	0.00	0.67	0.00	-	-	8	67.33%
XSP210319P00218000	2020-12-28 9:33AM EST	218.00	0.40	0.22	0.29	0.00	-	-	5	64.40%
XSP210319P00220000	2020-12-16 12:02PM EST	220.00	0.49	0.00	0.00	0.00	-	10	76	25.00%
XSP210319P00221000	2021-01-06 9:45AM EST	221.00	0.35	0.00	0.00	0.00	-	1	8	25.00%
XSP210319P00223000	2020-06-24 1:21PM EST	223.00	8.57	4.85	5.12	0.00	-	-	0	107.70%
XSP210319P00224000	2020-12-29 3:06PM EST	224.00	0.50	0.00	0.00	0.00	-	20	5	25.00%
XSP210319P00225000	2020-12-23 2:13PM EST	225.00	0.53	0.00	0.00	0.00	-	1	4	25.00%
XSP210319P00226000	2020-10-23 10:25AM EST	226.00	1.93	0.00	10.00	0.00	-	1	2	105.51%
XSP210319P00230000	2021-01-04 2:00PM EST	230.00	0.57	0.00	0.00	0.00	-	1	11	25.00%
XSP210319P00232000	2020-10-19 1:06PM EST	232.00	2.29	0.00	0.00	0.00	-	-	1	25.00%
XSP210319P00234000	2021-01-28 12:09PM EST	234.00	0.41	0.00	0.00	0.00	-	2	7	25.00%
XSP210319P00235000	2020-12-17 11:28AM EST	235.00	0.63	0.00	0.00	0.00	-	-	1	25.00%
XSP210319P00240000	2021-01-28 9:38AM EST	240.00	0.50	0.00	0.00	0.00	-	30	72	25.00%
XSP210319P00242000	2021-01-07 2:07PM EST	242.00	0.45	0.00	0.00	0.00	-	-	5	25.00%
XSP210319P00243000	2020-08-17 2:14PM EST	243.00	5.03	4.10	4.61	0.00	-	1	11	89.62%
XSP210319P00244000	2020-12-16 9:39AM EST	244.00	0.91	0.00	0.00	0.00	-	-	1	25.00%
XSP210319P00245000	2021-01-27 10:44AM EST	245.00	0.41	0.00	0.00	0.00	-	1	12	25.00%
XSP210319P00246000	2020-09-01 12:56PM EST	246.00	4.91	4.34	4.47	0.00	-	1	1	87.83%
XSP210319P00248000	2021-01-19 12:10AM EST	248.00	0.42	0.00	0.00	0.00	-	-	3	25.00%
XSP210319P00250000	2021-01-28 3:44PM EST	250.00	0.66	0.00	0.00	0.00	-	16	53	25.00%
XSP210319P00253000	2020-11-12 1:17PM EST	253.00	2.21	0.00	0.00	0.00	-	1	2	25.00%
XSP210319P00254000	2021-01-27 3:40PM EST	254.00	0.95	0.00	0.00	0.00	-	11	45	25.00%
XSP210319P00255000	2021-01-27 3:37PM EST	255.00	0.87	0.00	1.10	0.00	-	40	35	52.83%
XSP210319P00256000	2020-11-24 1:32PM EST	256.00	1.46	0.87	0.92	0.00	-	-	2	56.89%
XSP210319P00258000	2021-01-11 2:34PM EST	258.00	0.66	0.00	0.00	0.00	-	1	40	25.00%
XSP210319P00260000	2021-01-28 9:41AM EST	260.00	0.81	0.00	0.00	0.00	-	15	107	25.00%
XSP210319P00261000	2020-11-16 12:04AM EST	261.00	2.28	0.00	0.00	0.00	-	-	1	25.00%
XSP210319P00262000	2020-09-01 12:50PM EST	262.00	6.48	6.08	6.23	0.00	-	1	1	85.06%
XSP210319P00263000	2021-01-19 11:26AM EST	263.00	0.64	0.00	0.00	0.00	-	-	1	25.00%
XSP210319P00264000	2021-01-29 9:40AM EST	264.00	1.00	0.00	1.50	+0.25	+33.33%	1	3	51.20%
XSP210319P00265000	2021-01-29 3:57PM EST	265.00	1.00	0.00	0.00	+0.15	+17.65%	4	17	25.00%
XSP210319P00270000	2021-01-29 1:23PM EST	270.00	1.59	0.00	0.00	+0.31	+24.22%	2	163	12.50%
XSP210319P00272000	2020-09-01 12:50PM EST	272.00	7.67	7.47	7.63	0.00	-	2	2	83.57%
XSP210319P00273000	2020-09-02 8:54AM EST	273.00	7.78	8.10	8.41	0.00	-	1	1	85.44%
XSP210319P00274000	2020-07-09 4:05PM EST	274.00	21.78	0.00	0.00	0.00	-	-	2	12.50%
XSP210319P00275000	2021-01-28 4:01PM EST	275.00	1.13	0.00	0.00	0.00	-	4	153	12.50%
XSP210319P00276000	2020-08-12 10:09AM EST	276.00	9.21	8.88	9.17	0.00	-	-	1	85.96%
XSP210319P00278000	2021-01-29 11:34AM EST	278.00	1.40	0.00	0.00	+0.35	+33.33%	4	3	12.50%
XSP210319P00280000	2021-01-27 10:44AM EST	280.00	0.83	0.00	0.00	0.00	-	1	23	12.50%
XSP210319P00281000	2020-09-01 2:15PM EST	281.00	8.91	9.08	9.23	0.00	-	-	0	82.76%
XSP210319P00282000	2020-11-20 11:04AM EST	282.00	3.18	0.00	10.00	0.00	-	2	78	66.91%
XSP210319P00283000	2020-12-14 9:39AM EST	283.00	1.91	0.00	0.00	0.00	-	-	849	12.50%
XSP210319P00285000	2021-01-22 9:41AM EST	285.00	0.78	0.00	0.00	0.00	-	3	16	12.50%
XSP210319P00287000	2021-01-19 3:51PM EST	287.00	0.98	0.00	0.00	0.00	-	10	21	12.50%
XSP210319P00289000	2021-01-26 3:40PM EST	289.00	0.72	0.00	0.00	0.00	-	12	904	12.50%
XSP210319P00290000	2021-01-29 1:41PM EST	290.00	2.06	0.00	0.00	+0.33	+19.08%	4	1,520	12.50%
XSP210319P00292000	2020-12-24 1:09PM EST	292.00	1.95	0.00	0.00	0.00	-	10	13	12.50%
XSP210319P00294000	2020-12-28 9:47AM EST	294.00	1.84	1.05	1.14	0.00	-	10	6	40.44%
XSP210319P00295000	2021-01-15 11:06AM EST	295.00	1.57	0.00	0.00	0.00	-	10	14	12.50%
XSP210319P00296000	2021-01-06 3:38PM EST	296.00	1.97	0.00	0.00	0.00	-	-	4	12.50%
XSP210319P00297000	2020-07-09 4:05PM EST	297.00	26.30	0.00	0.00	0.00	-	-	25	12.50%
XSP210319P00298000	2021-01-11 10:31AM EST	298.00	1.41	0.00	0.00	0.00	-	1	21	12.50%
XSP210319P00299000	2021-01-27 9:55AM EST	299.00	1.48	0.00	0.00	0.00	-	7	10	12.50%
XSP210319P00300000	2021-01-29 12:39PM EST	300.00	2.80	0.00	0.00	+1.27	+83.01%	4	51	12.50%
XSP210319P00301000	2021-01-29 4:05PM EST	301.00	2.59	0.00	0.00	+1.51	+139.81%	1	3	12.50%
XSP210319P00302000	2021-01-15 2:19PM EST	302.00	1.64	0.00	0.00	0.00	-	42	42	12.50%
XSP210319P00303000	2021-01-06 10:47AM EST	303.00	1.81	0.00	0.00	0.00	-	10	193	12.50%
XSP210319P00305000	2021-01-29 2:28PM EST	305.00	2.69	0.00	0.00	+0.74	+37.95%	20	69	12.50%
XSP210319P00306000	2020-11-13 2:29PM EST	306.00	5.98	0.00	0.00	0.00	-	1	0	12.50%
XSP210319P00307000	2020-11-23 9:30AM EST	307.00	5.56	0.00	0.00	0.00	-	-	1	12.50%
XSP210319P00308000	2020-12-18 3:35PM EST	308.00	3.47	1.17	1.82	0.00	-	349	183	37.76%
XSP210319P00309000	2020-11-13 10:17AM EST	309.00	6.73	0.00	0.00	0.00	-	2	2	12.50%
XSP210319P00310000	2021-01-26 10:34AM EST	310.00	1.17	0.00	0.00	0.00	-	6	68	12.50%
XSP210319P00311000	2020-11-27 11:49AM EST	311.00	4.62	3.03	3.17	0.00	-	1	0	42.25%
XSP210319P00312000	2020-10-30 1:19PM EST	312.00	18.47	4.75	4.86	0.00	-	1	1	47.83%
XSP210319P00315000	2021-01-22 3:59PM EST	315.00	1.44	0.00	0.00	0.00	-	17	208	12.50%
XSP210319P00317000	2020-12-18 3:08PM EST	317.00	4.24	1.48	1.54	0.00	-	172	161	31.82%
XSP210319P00319000	2020-10-05 11:50AM EST	319.00	17.11	0.00	0.00	0.00	-	-	2	6.25%
XSP210319P00320000	2021-01-29 10:42AM EST	320.00	3.04	2.45	0.00	+0.46	+17.83%	1	76	6.25%
XSP210319P00321000	2021-01-29 2:05PM EST	321.00	4.11	0.00	0.00	-2.20	-34.87%	4	1	6.25%
XSP210319P00322000	2021-01-25 3:44PM EST	322.00	1.87	0.00	0.00	0.00	-	4	30	6.25%
XSP210319P00323000	2021-01-06 11:28AM EST	323.00	2.52	0.00	0.00	0.00	-	1	2	6.25%
XSP210319P00325000	2021-01-29 2:17PM EST	325.00	4.30	1.50	0.00	-0.12	-2.71%	10	33	6.25%
XSP210319P00327000	2020-12-18 3:13PM EST	327.00	5.49	1.94	2.01	0.00	-	172	16	29.01%
XSP210319P00328000	2021-01-29 12:49PM EST	328.00	6.10	0.00	0.00	+3.09	+102.66%	43	17,160	6.25%
XSP210319P00329000	2020-12-18 10:26AM EST	329.00	5.48	0.00	0.00	0.00	-	-	2	6.25%
XSP210319P00330000	2021-01-29 3:50PM EST	330.00	5.00	0.00	0.00	-0.02	-0.40%	3	70	6.25%
XSP210319P00331000	2021-01-26 10:34AM EST	331.00	2.11	0.00	0.00	0.00	-	1	4	6.25%
XSP210319P00332000	2020-11-25 12:07PM EST	332.00	8.29	5.16	5.34	0.00	-	2	418	37.10%
XSP210319P00333000	2021-01-05 11:14AM EST	333.00	5.91	0.00	0.00	0.00	-	8	26	6.25%
XSP210319P00334000	2021-01-05 1:29PM EST	334.00	5.45	0.00	0.00	0.00	-	1	708	6.25%
XSP210319P00335000	2021-01-29 10:54AM EST	335.00	4.65	0.00	0.00	+0.43	+10.19%	2	168	6.25%
XSP210319P00336000	2021-01-12 12:10PM EST	336.00	4.31	0.00	0.00	0.00	-	4	4	6.25%
XSP210319P00338000	2021-01-19 12:10AM EST	338.00	3.48	0.00	0.00	0.00	-	-	7	6.25%
XSP210319P00339000	2021-01-27 10:23AM EST	339.00	3.68	0.00	0.00	0.00	-	4	5	6.25%
XSP210319P00340000	2021-01-29 1:09PM EST	340.00	7.32	0.00	8.00	+2.37	+47.88%	1	49	38.70%
XSP210319P00341000	2020-07-02 8:30AM EST	341.00	38.74	31.38	31.85	0.00	-	233	233	88.15%
XSP210319P00342000	2020-11-18 12:06PM EST	342.00	10.96	2.00	12.00	0.00	-	-	1	46.36%
XSP210319P00343000	2021-01-13 1:29PM EST	343.00	3.99	0.00	0.00	0.00	-	5	7	6.25%
XSP210319P00344000	2021-01-27 10:23AM EST	344.00	4.25	0.00	0.00	0.00	-	4	121	6.25%
XSP210319P00345000	2021-01-28 10:29AM EST	345.00	5.42	0.00	10.00	0.00	-	1	42	39.74%
XSP210319P00347000	2021-01-29 1:52PM EST	347.00	8.38	0.00	0.00	+4.38	+109.50%	3	895	3.13%
XSP210319P00348000	2021-01-28 11:53AM EST	348.00	5.16	0.00	0.00	0.00	-	4	165	3.13%
XSP210319P00349000	2021-01-21 12:27PM EST	349.00	3.98	0.00	0.00	0.00	-	4	99	3.13%
XSP210319P00350000	2021-01-29 4:14PM EST	350.00	8.78	0.00	0.00	+1.51	+20.77%	6	238	3.13%
XSP210319P00351000	2021-01-29 3:30PM EST	351.00	8.01	0.00	0.00	-1.14	-12.46%	2	10	3.13%
XSP210319P00352000	2021-01-29 3:30PM EST	352.00	8.25	0.00	0.00	+2.15	+35.25%	45	45	3.13%
XSP210319P00353000	2021-01-29 3:30PM EST	353.00	8.44	0.00	0.00	+1.56	+22.67%	2	18	3.13%
XSP210319P00354000	2020-12-29 10:25AM EST	354.00	8.10	0.00	0.00	0.00	-	1	37	3.13%
XSP210319P00355000	2021-01-27 11:59AM EST	355.00	7.50	0.00	0.00	0.00	-	1	93	3.13%
XSP210319P00356000	2021-01-29 11:07AM EST	356.00	8.43	0.00	0.00	-2.66	-23.99%	1	121	3.13%
XSP210319P00357000	2021-01-29 12:43PM EST	357.00	10.76	0.00	0.00	+3.99	+58.94%	1	141	3.13%
XSP210319P00358000	2021-01-29 11:07AM EST	358.00	8.90	0.00	0.00	-1.31	-12.83%	1	76	3.13%
XSP210319P00359000	2021-01-29 2:17PM EST	359.00	10.40	0.00	0.00	+2.93	+39.22%	2	97	1.56%
XSP210319P00360000	2021-01-29 10:06AM EST	360.00	9.47	0.00	0.00	+1.09	+13.01%	2	49	1.56%
XSP210319P00361000	2021-01-11 9:52AM EST	361.00	8.08	0.00	0.00	0.00	-	74	84	1.56%
XSP210319P00362000	2021-01-25 3:56PM EST	362.00	5.70	0.00	0.00	0.00	-	2,373	2,373	1.56%
XSP210319P00363000	2021-01-28 3:47PM EST	363.00	8.82	0.00	0.00	0.00	-	1	7	1.56%
XSP210319P00364000	2021-01-29 2:17PM EST	364.00	11.77	0.00	0.00	+5.76	+95.84%	3	90	1.56%
XSP210319P00365000	2021-01-29 4:08PM EST	365.00	12.82	0.00	0.00	+3.55	+38.30%	57	442	1.56%
XSP210319P00366000	2021-01-28 4:02PM EST	366.00	9.87	0.00	0.00	0.00	-	10	200	0.78%
XSP210319P00367000	2021-01-25 11:52AM EST	367.00	7.42	0.00	0.00	0.00	-	2	27	0.78%
XSP210319P00368000	2021-01-28 3:44PM EST	368.00	9.88	0.00	0.00	0.00	-	1	227	0.78%
XSP210319P00369000	2021-01-28 4:02PM EST	369.00	10.64	0.00	0.00	0.00	-	20	60	0.39%
XSP210319P00370000	2021-01-29 4:08PM EST	370.00	14.50	0.00	0.00	+4.11	+39.56%	54	718	0.39%
XSP210319P00371000	2021-01-29 4:14PM EST	371.00	14.69	0.00	0.00	+7.28	+98.25%	2	71	0.10%
XSP210319P00372000	2021-01-26 11:37AM EST	372.00	7.51	0.00	0.00	0.00	-	8	177	0.00%
XSP210319P00373000	2021-01-13 10:01AM EST	373.00	10.48	0.00	0.00	0.00	-	27	178	0.00%
XSP210319P00374000	2021-01-28 4:02PM EST	374.00	12.13	0.00	0.00	0.00	-	10	37	0.00%
XSP210319P00375000	2021-01-29 3:43PM EST	375.00	15.49	0.00	0.00	-1.24	-7.41%	1	76	0.00%
XSP210319P00376000	2021-01-29 4:06PM EST	376.00	17.17	0.00	0.00	+8.12	+89.72%	1	60	0.00%
XSP210319P00377000	2021-01-28 11:04AM EST	377.00	11.63	0.00	0.00	0.00	-	1	28	0.00%
XSP210319P00378000	2021-01-29 4:07PM EST	378.00	17.60	0.00	0.00	+0.46	+2.68%	2	42	0.00%
XSP210319P00379000	2021-01-27 11:36AM EST	379.00	13.21	0.00	0.00	0.00	-	2	182	0.00%
XSP210319P00380000	2021-01-29 2:29PM EST	380.00	17.70	0.00	0.00	+8.30	+88.30%	3	77	0.00%
XSP210319P00381000	2021-01-28 11:04AM EST	381.00	12.99	0.00	0.00	0.00	-	1	142	0.00%
XSP210319P00382000	2021-01-25 11:02AM EST	382.00	12.06	0.00	0.00	0.00	-	1	110	0.00%
XSP210319P00383000	2021-01-25 11:55AM EST	383.00	11.85	0.00	0.00	0.00	-	1	104	0.00%
XSP210319P00384000	2021-01-25 2:24PM EST	384.00	11.78	0.00	0.00	0.00	-	1	39	0.00%
XSP210319P00385000	2021-01-28 12:48PM EST	385.00	13.68	0.00	0.00	0.00	-	1	658	0.00%
XSP210319P00386000	2021-01-27 4:02PM EST	386.00	19.24	0.00	0.00	0.00	-	28	48	0.00%
XSP210319P00387000	2021-01-12 3:48PM EST	387.00	15.64	0.00	0.00	0.00	-	210	202	0.00%
XSP210319P00388000	2021-01-25 10:00AM EST	388.00	12.76	0.00	0.00	0.00	-	1	57	0.00%
XSP210319P00389000	2021-01-25 12:35PM EST	389.00	14.38	0.00	0.00	0.00	-	25	26	0.00%
XSP210319P00390000	2021-01-29 4:14PM EST	390.00	23.90	0.00	0.00	+9.69	+68.19%	1	25	0.00%
XSP210319P00391000	2021-01-21 11:04AM EST	391.00	13.62	0.00	0.00	0.00	-	1	1	0.00%
XSP210319P00393000	2020-12-18 6:10PM EST	393.00	28.10	0.00	0.00	0.00	-	-	1	0.00%
XSP210319P00394000	2020-12-18 6:10PM EST	394.00	29.13	0.00	0.00	0.00	-	-	1	0.00%
XSP210319P00395000	2021-01-28 12:48PM EST	395.00	18.43	0.00	0.00	+18.43	-	-	1	0.00%
XSP210319P00396000	2020-12-22 3:46PM EST	396.00	31.15	11.60	21.60	0.00	-	-	1	0.00%
XSP210319P00400000	2021-01-29 12:37PM EST	400.00	31.43	0.00	0.00	-1.20	-3.68%	2	4	0.00%
XSP210319P00405000	2020-12-04 10:56AM EST	405.00	38.87	0.00	0.00	0.00	-	11	2	0.00%
XSP210319P00475000	2021-01-04 9:38AM EST	475.00	100.00	0.00	0.00	0.00	-	3	5	0.00%
